artist_name,concert_name,city,venue,show_time,price_text,sale_status,source_type,source_url,collected_at
響木アオ,響木アオ1stライブ 〜みんなと響き合いたい♡〜,,TSUTAYA 三軒茶屋店,2018-04-21,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
"Broekhuis, Keller & Schönwälder","Broekhuis, Keller & Schönwälder at Dorfkirche Repelen",,Dorfkirche Repelen,2019-03-15,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Def Leppard,The Stadium Tour: Seattle,,T‐Mobile Park,2020-09-02,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
30 Helens,Rock for Choice: Second Night,,Vancouver East Cultural Centre,2000-01-15,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
I Mother Earth,I Mother Earth at Club 107,,Club 107,1999-12-31,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Queen + Adam Lambert,Queen + Adam Lambert at PPG Paints Arena,,PPG Paints Arena,2019-07-31,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Incapacitants,BOX IS STUPID・INCAPACITANTS 10枚組CD BOXリリース記念パーティ！,,Soup,2009-01-24,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Cream,Cream at San Diego International Sports Center,,Pechanga Arena,1968-10-20,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Ernő Dohnányi,[concert],,,1926-11-29,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,"Buktafestivalen 2017, Day 1",,Buktafestivalen Grounds,2017-07-20,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Queen + Adam Lambert,Queen + Adam Lambert at Xfinity Center,,Xfinity Center,2019-08-04,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Queen + Adam Lambert,Queen + Adam Lambert at United Center,,United Center,2019-08-09,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Dakota,"Lollapalooza Brazil 2013, dias 1: Kidzapalooza",,Jockey Club de São Paulo,2013-03-29,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Name The Band,"Lollapalooza Brazil 2013, dias 1: Acesso",,Jockey Club de São Paulo,2013-03-29,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Poliça,"Later… with Jools Holland: Series 41, Episode 6",,BBC Television Centre,2012-11-02,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Kansas,Kansas at Jackpot Junction Casino,,Jackpot Junction Casino Hotel: Dacotah Exposition Center,2017-08-19,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Foreigner,Foreigner at Rockland Trust Bank Pavilion,,Leader Bank Pavilion,2020-08-04,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
The Rodfields,The Rodfields Live @ Studio15,,,2017-07-12,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Kansas,Kansas at Baton Rouge River Center,,Raising Cane’s River Center Theater for Performing Arts,2017-08-26,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Commando Bruno Sanmartino,Revenge of Noise #1,,Showboat,1994-03-13,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Van Williams,Jimmie Rodgers Jubilee,,,1987-09-19,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Peyton Park Be-Bop,Peyton Park Be-Bop at Dick's Last Resort,,,1987-09-01,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Electric Moon,"Rockt den See 2012, Day 2",,,2012-08-25,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,Yvonne Catterfield 2004,,,2004-03-25,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Dr. Woo’s Rock ’n’ Roll Circus,Dr. Woo rocks Veitsbronn,,Halle 96,2019-03-04,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Foreigner,Foreigner at Daily’s Place,,Daily’s Place,2020-09-04,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
The Sonic Boom Foundation,The Sonic Boom Foundation,,bc-studentenclub,2010-10-01,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Farfarello,Farfarello at Topos,,Topos,1996-10-12,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Marc Schönberger,Marc Schönberger at Topos,,Topos,2003-01-23,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
The Harmonica Rascals,The Harmonica Rascals at Chick 'n' Deli East,,Chick 'n' Deli East,1981-09-24,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Seagull,Seagull Trio plays the music of Pat Metheny at Topos,,Topos,2007-01-20,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
The Harmonica Rascals,The Harmonica Rascals at Chick 'n' Deli East,,Chick 'n' Deli East,1981-09-30,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
The Harmonica Rascals,The Harmonica Rascals at Chick 'n' Deli East,,Chick 'n' Deli East,1981-10-01,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
The Harmonica Rascals,The Harmonica Rascals at Chick 'n' Deli East,,Chick 'n' Deli East,1981-10-02,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
KISS,KISS at Rickwood Field,,Rickwood Field,1976-07-23,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Typhoon,Typhoon at The Clinton Street Theater,,Clinton Street Theater,2005-12-22,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Michael Danso,Michael Danso at PWD,,PWD,1981-09-26,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Def Leppard,Def Leppard at Avenir Centre,,Avenir Centre,2019-07-13,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Foreigner,Foreigner at BB&T Pavilion,,Freedom Mortgage Pavilion,2020-08-25,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Dolu Kadehi Ters Tut,Dolu Kadehi Ters Tut / Nayah,,,2019-01-16,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Britney Spears,Dream Within a Dream Tour: Las Vegas,,MGM Grand Garden Arena,2001-11-18,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Air Waves,Air Waves at Kassette,,Kassette,2019-01-29,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,Yvonne Catterfield 2004,,,2004-03-12,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Queen + Adam Lambert,Queen + Adam Lambert at Smoothie King Center,,Smoothie King Center,2019-08-20,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,Yvonne Catterfield 2004,,,2004-03-24,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Cuban Fence Climbers,Cuban Fence Climbers at Bobbins,,Bobbins,1981-09-24,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,"California Mid-State Fair 2016, Day 10",,California Mid-State Fairgrounds,2016-07-29,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Allan Sherman,Allan Sherman’s Birthday Party,,,1962-11-30,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,"Roadburn Festival 2007, Day 1",,013,2007-04-20,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Lambert,Lambert at Stadtgarten Köln (Green Room),,Stadtgarten Köln,2021-06-19,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Herbert Grönemeyer,Herbert Grönemeyer at Rheinpark Stadion,,Rheinpark Stadion,2007-06-18,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Trans‐Siberian Orchestra,Trans‐Siberian Orchestra at Save Mart Center,,Save Mart Center at Fresno State,2006-11-30,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Jackson Hawke,Jackson Hawke at Jarvis House,,Jarvis House,1981-09-25,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Two Door Cinema Club,Two Door Cinema Club,,Le Botanique: Orangerie,2019-01-24,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Astronautalis,"Das Fest 2017, Freitag, Feldbühne",,,2017-07-21,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Ratt,"Rock Fest 2017, Wednesday Bonus Bash: Who’s on Top Stage",,Who’s on Top Stage,2017-07-12,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Wallis Bird,"Das Fest 2017, Sonntag, Feldbühne",,,2017-07-23,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Jazzchor der Universität Bonn,Jazzchor der Universität Bonn at Aula der Universität Bonn,,Aula der Universität Bonn,2014-07-19,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Dix & Trix,Dix & Trix at GABG,,,1987-10-05,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Ju Sound,Ju Sound at Kool Vibes,,,1987-10-09,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Bon Jovi,Lost Highway: The Concert,,,2007-07-16,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Trans‐Siberian Orchestra,Trans‐Siberian Orchestra at Continental Airlines Arena,,Meadowlands Arena,2006-12-21,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Chris & Cosey,Chris & Casey at Starck Club,,,1987-08-18,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Vinko Globokar,[concert],,,1983-01-27,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Wold Singers,Wold Singers at Angel Suite,,Angel Suite,2012-12-14,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
RUKH,"ИОНОСФЕРА №6, большая сцена",,da:da:,2014-05-30,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Queen + Adam Lambert,Queen + Adam Lambert at Toyota Center,,Toyota Center,2019-07-24,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,Maryland Deathfest XI,,Baltimore Sound Stage,2013-05-23,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,Maryland Deathfest 2019,,Baltimore Sound Stage,2019-05-23,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Palma Violets,"Later… with Jools Holland: Series 41, Episode 10",,BBC Television Centre,2012-11-30,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
The Clique,The Clique at Barnacles,,,1987-09-03,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
キズナアイ,"Kizuna AI 1st Live “hello, world”",,Zepp DiverCity (TOKYO),2018-12-29,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
KISS,KISS at Kiel Auditorium,,Kiel Auditorium,1976-07-28,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
99pounds,"SXSW 2000, day 1: Blind Pig Pub",,Blind Pig Pub,2000-03-15,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Ache Hour Credo,Concert in UVic SUB Cafeteria,,University of Victoria,1995-08-11,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Dr. Woo’s Rock ’n’ Roll Circus,Dr. Woo rocks Nürnberg,,Der Hirsch,2019-01-11,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
redhalo,Performance on Mount Bruce,,Hang Gliding Launch Platform,1995-09-09,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
RI¢HIE,"2013 Bonnaroo Music Festival, day 1: New Music On Tap Lounge brewed by Miller Lite",,Great Stage Park,2013-06-13,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Overhead,Overhead at Mausefalle 33 1/3,,Mausefalle 33 1/3,2019-04-05,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
3RENSA,Hardcore Ambience企画「Another World」,,東京都写真美術館,2019-02-16,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Dr. Noh,"Canadian Music Week 2003, day 3: Clinton's",,Clinton’s,2003-02-28,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,Rock for Choice Vancouver 2000,,Vancouver East Cultural Centre,2000-01-14,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
The Low Lows,"SXSW 2010, day 1: Beauty Bar/Palm Door",,Palm Door on Sabine,2010-03-17,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,"Later… with Jools Holland: Series 42, Episode 3",,Maidstone Studios,2013-04-26,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
福原美穂,"Fuji Rock Festival 2013, day 1: Gypsy Avalon",,苗場スキー場,2013-07-26,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,"California Mid-State Fair 2016, Day 11",,California Mid-State Fairgrounds,2016-07-30,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
KISS,KISS at Lakeland Civic Center,,Jenkins Arena,1976-12-12,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,Life Is Beautiful Music & Art Festival 2013,,,2013-10-26,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Les Reines Prochaines,Les Reines Prochaines at Kunstmuseum Liechtenstein,,Kunstmuseum Liechtenstein,2010-06-26,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
KISS,KISS at Onondaga County War Memorial Arena,,Upstate Medical University Arena at the Oncenter War Memorial,1976-12-16,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Brandon Heath,Brandon Heath at California Mid-State Fair 2016,,Fort Frontier Stage,2016-07-21,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Black Spider Stomp,Black Spider Stomps the Cross,,Southern Cross,2017-07-21,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
The Legendary Porch Pounders,"SXSW 2005, day 2: Hard Rock Cafe",,Hard Rock Café Austin,2005-03-17,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Seagull,Seagull at Topos,,Topos,1987-05-28,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Martigan,Martigan at Topos,,Topos,1997-10-12,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Hiper Alooy,Hiper Alooy at On The Rocks,,,1987-09-03,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Shirley Eikhard,Shirley Eikhard at Alistair's,,Alistair's,1981-09-23,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Deep Purple,Deep Purple at Hohentwielfestival,,Hohentwiel,2014-07-21,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Merzbow,Merzbow at Kunsthalle Wien,,Kunsthalle Wien,2002-04-07,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Barry Manilow,Barry Manilow at Clyde Auditorium at SECC,,SEC Armadillo,2002-05-15,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Farfarello,Farfarello at Topos,,Topos,1996-01-25,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
The Harmonica Rascals,The Harmonica Rascals at Chick 'n' Deli East,,Chick 'n' Deli East,1981-09-25,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Merzbow,Merzbow at Kunsthalle Wien,,Kunsthalle Wien,2002-04-04,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,"Download Festival 2013, Day 1",,Donington Park,2013-06-14,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Matching Orange,Matching Orange at Cornell Contra,,,2011-10-22,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Orchard Hill,"Canadian Music Week 2003, day 2: Sneaky Dee's",,Sneaky Dee’s,2003-02-27,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Poison,Poison at Verizon Wireless Amphitheater,,Hollywood Casino Amphitheatre,2007-08-02,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
,Heeren van Amstel live,,,,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Tangerine Dream,Essener Songtage,,Aula der Pädagogischen Hochschule,1968-09-26,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Michael Danso,Michael Danso at PWD,,PWD,1981-09-21,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
Geenimuuntelun,"ИОНОСФЕРА №15, малая сцена",,Клуб Море,2015-01-23,待定,待定,公开数据集,https://musicbrainz.org/doc/MusicBrainz_Database,2026-08-31
